AA1R	comp787	6.57
AA1R	comp788	7.603800653
AA1R	comp789	7.598599459
AA1R	comp790	7.554395797
AA1R	comp791	7.548213564
AA1R	comp792	7.536107011
AA1R	comp793	7.473660723
AA1R	comp794	7.46470588
AA1R	comp795	7.315154638
AA1R	comp796	7.269217724
AA1R	comp797	7.26520017
AA1R	comp798	7.259637311
AA1R	comp799	7.191114133
AA1R	comp800	6.6
AA1R	comp801	6.92
AA1R	comp802	6.72
AA1R	comp803	7.11
AA1R	comp804	6.1
AA1R	comp805	4.85
AA1R	comp806	5.68
AA1R	comp807	5.68
AA1R	comp808	5.8
AA1R	comp809	5.64
AA1R	comp810	5.71
AA1R	comp811	5.92
AA1R	comp812	5.97
AA1R	comp813	5.73
AA1R	comp814	5.49
AA1R	comp815	6.7
AA1R	comp816	5.9
AA1R	comp817	8.653647026
AA1R	comp818	8.623423043
AA1R	comp819	7.85
AA1R	comp820	8.552841969
AA1R	comp821	8.482804102
AA1R	comp822	8.30980392
AA1R	comp823	8.28567024
AA1R	comp824	7.482804102
AA1R	comp825	6.330683119
AA1R	comp826	8.150580586
AA1R	comp827	6.801342913
AA1R	comp828	6.590066877
AA1R	comp829	9.3400838
AA1R	comp830	9.259637311
AA1R	comp831	9.214670165
AA1R	comp832	9.13667714
AA1R	comp833	9.086186148
AA1R	comp834	9.060480747
AA1R	comp835	9.040958608
AA1R	comp836	8.935542011
AA1R	comp837	8.853871964
AA1R	comp838	8.850780887
AA1R	comp839	8.739928612
AA1R	comp840	7.899629455
AA1R	comp841	7.863279433
AA1R	comp842	7.860120914
AA1R	comp843	7.844663963
AA1R	comp844	7.754487332
AA1R	comp845	7.707743929
AA1R	comp846	7.696803943
AA1R	comp847	7.679853714
AA1R	comp848	7.610833916
AA1R	comp849	7.603800653
AA1R	comp850	8.261219442
AA1R	comp851	8.235077015
AA1R	comp852	8.19314197
AA1R	comp853	8.05207638
AA1R	comp854	8.022276395
AA1R	comp855	7.966576245
AA1R	comp856	7.958607315
AA1R	comp857	7.943095149
AA1R	comp858	7.93930216
AA1R	comp859	5.39
AA1R	comp860	6.54
AA1R	comp861	7.66
AA1R	comp862	6.03
AA1R	comp863	6.11
AA1R	comp864	4.92
AA1R	comp865	5.13
AA1R	comp866	6.55
AA1R	comp867	5.03
AA1R	comp868	5.37
AA1R	comp869	4.7
AA1R	comp870	4.47
AA1R	comp871	5.51
AA1R	comp872	5.31
AA1R	comp873	5.5
AA1R	comp874	5.79
AA1R	comp875	5.95
AA1R	comp876	7.33
AA1R	comp877	5.2
AA1R	comp878	6.3
AA1R	comp879	6.11
AA1R	comp880	6.55
AA1R	comp881	6.69
AA1R	comp882	7.75
AA1R	comp883	8
AA1R	comp884	7.09
AA1R	comp885	6.96
AA1R	comp886	7.09
AA1R	comp887	6.92
AA1R	comp888	6.89
AA1R	comp889	6.33
AA1R	comp890	6.55
AA1R	comp891	5.14
AA1R	comp892	6.76
AA1R	comp893	7.77
AA1R	comp894	5.17
AA1R	comp895	4.92
AA1R	comp896	5.31
AA1R	comp897	5.06
AA1R	comp898	5.66
AA1R	comp899	5
AA1R	comp900	6
AA1R	comp901	5.34
AA1R	comp902	4.54
AA1R	comp903	5.82
AA1R	comp904	6.11
AA1R	comp905	7.2
AA1R	comp906	7.1
AA1R	comp907	6.65
AA1R	comp908	7.08
AA1R	comp909	5.91
AA1R	comp910	5.02
AA1R	comp911	6.35
AA1R	comp912	7.24
AA1R	comp913	7.41
AA1R	comp914	5.53
AA1R	comp915	7.07
AA1R	comp916	7.72
AA1R	comp917	5.38
AA1R	comp918	4.54
AA1R	comp919	5.54
AA1R	comp920	4.8
AA1R	comp921	6.85
AA1R	comp922	7.91
AA1R	comp923	7.1
AA1R	comp924	7.33
AA1R	comp925	6.8
AA1R	comp926	5.87
AA1R	comp927	6.35
AA1R	comp928	5.99
AA1R	comp929	6.46
AA1R	comp930	7
AA1R	comp931	7.13
AA1R	comp932	7.26
AA1R	comp933	7.3
AA1R	comp934	6.023333333
AA1R	comp935	6.905
AA1R	comp936	6.95
AA1R	comp937	8.7
AA1R	comp938	8.27
AA1R	comp939	7.68
AA1R	comp940	5.47
AA1R	comp941	5.42
AA1R	comp942	4.37
AA1R	comp943	6.11
AA1R	comp944	7.11
AA1R	comp945	7.12
AA1R	comp946	5.51
AA1R	comp947	6.08
AA1R	comp948	7.85
AA1R	comp949	6.85
AA1R	comp950	6.62
AA1R	comp951	5.61
AA1R	comp952	6.76
AA1R	comp953	6.1
